id,disease,text,symptoms
Hypoglycemia_2903,Hypoglycemia,"Disease: Hypoglycemia. Symptoms include: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations.","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis_2904,Osteoarthristis,"Disease: Osteoarthristis. Symptoms include: joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking.","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis_2905,Arthritis,"Disease: Arthritis. Symptoms include: muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking.","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo_2906,(vertigo) Paroymsal  Positional Vertigo,"Disease: (vertigo) Paroymsal  Positional Vertigo. Symptoms include: vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness.","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
Acne_2907,Acne,"Disease: Acne. Symptoms include: skin_rash, pus_filled_pimples, blackheads, scurring.","skin_rash, pus_filled_pimples, blackheads, scurring"
Urinary tract infection_2908,Urinary tract infection,"Disease: Urinary tract infection. Symptoms include: burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine.","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Psoriasis_2909,Psoriasis,"Disease: Psoriasis. Symptoms include: skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo_2910,Impetigo,"Disease: Impetigo. Symptoms include: skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze.","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection_2911,Fungal infection,"Disease: Fungal infection. Symptoms include: itching, skin_rash, nodal_skin_eruptions, dischromic _patches.","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy_2912,Allergy,"Disease: Allergy. Symptoms include: continuous_sneezing, shivering, chills, watering_from_eyes.","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD_2913,GERD,"Disease: GERD. Symptoms include: stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain.","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis_2914,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_2915,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae_2916,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_2917,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes _2918,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis_2919,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma_2920,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension _2921,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine_2922,Migraine,"Disease: Migraine. Symptoms include: acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances.","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis_2923,Cervical spondylosis,"Disease: Cervical spondylosis. Symptoms include: back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance.","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage)_2924,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice_2925,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria_2926,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox_2927,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue_2928,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid_2929,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A_2930,hepatitis A,"Disease: hepatitis A. Symptoms include: joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B_2931,Hepatitis B,"Disease: Hepatitis B. Symptoms include: itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections.","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C_2932,Hepatitis C,"Disease: Hepatitis C. Symptoms include: fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history.","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D_2933,Hepatitis D,"Disease: Hepatitis D. Symptoms include: joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Hepatitis E_2934,Hepatitis E,"Disease: Hepatitis E. Symptoms include: joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding.","joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding"
Alcoholic hepatitis_2935,Alcoholic hepatitis,"Disease: Alcoholic hepatitis. Symptoms include: vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload.","vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload"
Tuberculosis_2936,Tuberculosis,"Disease: Tuberculosis. Symptoms include: chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum.","chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum"
Common Cold_2937,Common Cold,"Disease: Common Cold. Symptoms include: continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain.","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain"
Pneumonia_2938,Pneumonia,"Disease: Pneumonia. Symptoms include: chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum.","chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum"
Dimorphic hemmorhoids(piles)_2939,Dimorphic hemmorhoids(piles),"Disease: Dimorphic hemmorhoids(piles). Symptoms include: constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus.","constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus"
Heart attack_2940,Heart attack,"Disease: Heart attack. Symptoms include: vomiting, breathlessness, sweating, chest_pain.","vomiting, breathlessness, sweating, chest_pain"
Varicose veins_2941,Varicose veins,"Disease: Varicose veins. Symptoms include: fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf.","fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf"
Hypothyroidism_2942,Hypothyroidism,"Disease: Hypothyroidism. Symptoms include: fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation.","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hyperthyroidism_2943,Hyperthyroidism,"Disease: Hyperthyroidism. Symptoms include: fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation.","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hypoglycemia_2944,Hypoglycemia,"Disease: Hypoglycemia. Symptoms include: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations.","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis_2945,Osteoarthristis,"Disease: Osteoarthristis. Symptoms include: joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking.","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis_2946,Arthritis,"Disease: Arthritis. Symptoms include: muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking.","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo_2947,(vertigo) Paroymsal  Positional Vertigo,"Disease: (vertigo) Paroymsal  Positional Vertigo. Symptoms include: vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness.","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
Acne_2948,Acne,"Disease: Acne. Symptoms include: skin_rash, pus_filled_pimples, blackheads, scurring.","skin_rash, pus_filled_pimples, blackheads, scurring"
Urinary tract infection_2949,Urinary tract infection,"Disease: Urinary tract infection. Symptoms include: burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine.","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Psoriasis_2950,Psoriasis,"Disease: Psoriasis. Symptoms include: skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo_2951,Impetigo,"Disease: Impetigo. Symptoms include: skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze.","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection_2952,Fungal infection,"Disease: Fungal infection. Symptoms include: itching, skin_rash, nodal_skin_eruptions, dischromic _patches.","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy_2953,Allergy,"Disease: Allergy. Symptoms include: continuous_sneezing, shivering, chills, watering_from_eyes.","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD_2954,GERD,"Disease: GERD. Symptoms include: stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain.","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis_2955,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_2956,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae_2957,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_2958,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes _2959,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis_2960,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma_2961,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension _2962,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine_2963,Migraine,"Disease: Migraine. Symptoms include: acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances.","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis_2964,Cervical spondylosis,"Disease: Cervical spondylosis. Symptoms include: back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance.","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage)_2965,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice_2966,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria_2967,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox_2968,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue_2969,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid_2970,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A_2971,hepatitis A,"Disease: hepatitis A. Symptoms include: joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B_2972,Hepatitis B,"Disease: Hepatitis B. Symptoms include: itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections.","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C_2973,Hepatitis C,"Disease: Hepatitis C. Symptoms include: fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history.","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D_2974,Hepatitis D,"Disease: Hepatitis D. Symptoms include: joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Hepatitis E_2975,Hepatitis E,"Disease: Hepatitis E. Symptoms include: joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding.","joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding"
Alcoholic hepatitis_2976,Alcoholic hepatitis,"Disease: Alcoholic hepatitis. Symptoms include: vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload.","vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload"
Tuberculosis_2977,Tuberculosis,"Disease: Tuberculosis. Symptoms include: chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum.","chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum"
Common Cold_2978,Common Cold,"Disease: Common Cold. Symptoms include: continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain.","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain"
Pneumonia_2979,Pneumonia,"Disease: Pneumonia. Symptoms include: chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum.","chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum"
Dimorphic hemmorhoids(piles)_2980,Dimorphic hemmorhoids(piles),"Disease: Dimorphic hemmorhoids(piles). Symptoms include: constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus.","constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus"
Heart attack_2981,Heart attack,"Disease: Heart attack. Symptoms include: vomiting, breathlessness, sweating, chest_pain.","vomiting, breathlessness, sweating, chest_pain"
Varicose veins_2982,Varicose veins,"Disease: Varicose veins. Symptoms include: fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf.","fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf"
Hypothyroidism_2983,Hypothyroidism,"Disease: Hypothyroidism. Symptoms include: fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation.","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hyperthyroidism_2984,Hyperthyroidism,"Disease: Hyperthyroidism. Symptoms include: fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation.","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hypoglycemia_2985,Hypoglycemia,"Disease: Hypoglycemia. Symptoms include: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations.","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis_2986,Osteoarthristis,"Disease: Osteoarthristis. Symptoms include: joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking.","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis_2987,Arthritis,"Disease: Arthritis. Symptoms include: muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking.","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo_2988,(vertigo) Paroymsal  Positional Vertigo,"Disease: (vertigo) Paroymsal  Positional Vertigo. Symptoms include: vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness.","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
Acne_2989,Acne,"Disease: Acne. Symptoms include: skin_rash, pus_filled_pimples, blackheads, scurring.","skin_rash, pus_filled_pimples, blackheads, scurring"
Urinary tract infection_2990,Urinary tract infection,"Disease: Urinary tract infection. Symptoms include: burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine.","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Psoriasis_2991,Psoriasis,"Disease: Psoriasis. Symptoms include: skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo_2992,Impetigo,"Disease: Impetigo. Symptoms include: skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze.","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection_2993,Fungal infection,"Disease: Fungal infection. Symptoms include: itching, skin_rash, nodal_skin_eruptions, dischromic _patches.","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy_2994,Allergy,"Disease: Allergy. Symptoms include: continuous_sneezing, shivering, chills, watering_from_eyes.","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD_2995,GERD,"Disease: GERD. Symptoms include: stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain.","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis_2996,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_2997,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae_2998,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_2999,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes _3000,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis_3001,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma_3002,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
